Gene_Name,Bnb,Product,ECKnb,Names,Object_ID,Directly_Activates_IDs,Directly_Inhibites_IDs
G0-17094,b4819,MONOMER0-4547,ECK4676,ypeD@b4819@ECK4676,G0-17094,,
EG11746,b0133,PANTOATE-BETA-ALANINE-LIG-MONOMER,ECK0132,panC@b0133@ECK0132,EG11746,,
G7377,b2642,G7377-MONOMER,ECK2638,yfjW@b2642@ECK2638,G7377,,
EG10526,b0343,LACY-MONOMER,ECK0340,lacY@b0343@ECK0340,EG10526,,
EG10044,b1739,EG10044-MONOMER,ECK1737,osmE@anr@b1739@ECK1737,EG10044,,
EG10013,b1856,EG10013-MONOMER,ECK1857,mepM@yebA@b1856@ECK1857,EG10013,,
EG10922,b3974,PANTOTHENATE-KIN-MONOMER,ECK3966,coaA@panK@rts@ts-9@b3974@ECK3966,EG10922,,
G0-16695,,RNA0-394,,naRNA2,G0-16695,,
EG11413,b4259,EG11413-MONOMER,ECK4252,holC@b4259@ECK4252,EG11413,,
EG10348,b2800,FUCPALDOL-MONOMER,ECK2795,fucA@fucC@prd@b2800@ECK2795,EG10348,,
G6754,b1443,YDCV-MONOMER,ECK1437,ydcV@b1443@ECK1437,G6754,,
G0-10707,b4703,MONOMER0-4214,ECK4515,pmrR@b4703@ECK4515,G0-10707,,
EG10004,b3639,EG10004-MONOMER,ECK3629,dfp@coaBC@b3639@ECK3629,EG10004,,
G7279,b2449,G7279-MONOMER,ECK2444,yffR@b2449@ECK2444,G7279,,
EG10114,b3721,EG10114-MONOMER,ECK3714,bglB@blgA@b3721@ECK3714,EG10114,,
EG12630,b3438,PD03585,ECK3423,gntR@b3438@ECK3423,EG12630,,G7891@EG12539@G7892@G7893@EG12152@G7748@G7747@EG10256@EG10257@EG12380@EG12631@EG12629
G6565,b1105,G6565-MONOMER,ECK1091,lpoB@ycfM@b1105@ECK1091,G6565,,
EG11747,b0131,MONOMER0-1843 // MONOMER0-1842 // ASPDECARBOX-MONOMER,ECK0130,panD@b0131@ECK0130,EG11747,,
G0-10470,b4557,MONOMER0-2692,ECK3697,yidD@b4557@ECK3697,G0-10470,,
EG10764,b4201,EG10764-MONOMER,ECK4197,priB@b4201@ECK4197,EG10764,,
EG10024,b0114,E1P-MONOMER,ECK0113,aceE@b0114@ECK0113,EG10024,,
G6517,b1006,B1006-MONOMER,ECK0997,rutG@ycdG@b1006@ECK0997,G6517,,
EG12444,b1110,EG12444-MONOMER,ECK1096,ycfJ@b1110@ECK1096,EG12444,,
EG11190,b3634,PANTEPADENYLYLTRAN-MONOMER,ECK3624,coaD@yicA@kdtB@b3634@ECK3624,EG11190,,
G7223,b2354,G7223-MONOMER,ECK2348,yfdK@b2354@ECK2348,G7223,,
G7990,b2169,MONOMER0-4306 // FRUB-MONOMER,ECK2162,fruB@fpr@fruF@b2169@ECK2162,G7990,,
EG11741,b3264,EG11741-MONOMER,ECK3251,envR@acrS@yhdK@b3264@ECK3251,EG11741,,EG11703@EG11704
EG10621,b0085,UDP-NACMURALGLDAPLIG-MONOMER,ECK0086,murE@b0085@ECK0086,EG10621,,
EG10264,b0586,MONOMER0-4398 // ENTF-PANT // ENTF-MONOMER,ECK0579,entF@b0586@ECK0579,EG10264,,
EG12269,b3548,EG12269-MONOMER,ECK3535,yhjY@b3548@ECK3535,EG12269,,
EG10236,b4052,EG10236-MONOMER,ECK4044,dnaB@groP@grpA@grpD@b4052@ECK4044,EG10236,,
G7631,b3132,G7631-MONOMER,ECK3120,kbaZ@yhaX@agaZ@b3132@ECK3120,G7631,,
G6410,b0793,YBHS-MONOMER,ECK0782,ybhS@b0793@ECK0782,G6410,,
EG12251,b3524,EG12251-MONOMER,ECK3509,yhjG@yhjF@b3524@ECK3509,EG12251,,
EG12312,b0103,EG12312-MONOMER,ECK0103,coaE@yacE@b0103@ECK0103,EG12312,,
G6834,b1567,G6834-MONOMER,ECK1561,ydfW@intK@b1567@ECK1561,G6834,,
G6960,b1773,G6960-MONOMER,ECK1771,ydjI@b1773@ECK1771,G6960,,
EG10517,b0694,PHOSPHO-KDPE // KDPE-MONOMER,ECK0682,kdpE@b0694@ECK0682,EG10517,G0-10439@EG10515@EG10514@EG10513,
G6422,b0819,G6422-MONOMER,ECK0809,ldtB@ybiS@b0819@ECK0809,G6422,,
EG11675,b0134,3-CH3-2-OXOBUTANOATE-OH-CH3-XFER-MONOMER,ECK0133,panB@b0134@ECK0133,EG11675,,
EG11995,b2118,EG11995-MONOMER,ECK2109,yehI@b2118@ECK2109,EG11995,,
EG10746,b3863,EG10746-MONOMER,ECK3855,polA@resA@b3863@ECK3855,EG10746,,
G6708,b1387,G6708-MONOMER,ECK1384,paaZ@ydbN@maoC@b1387@ECK1384,G6708,,
G6256,b0479,FSR-MONOMER,ECK0473,fsr@b0479@ECK0473,G6256,,
EG11855,b3890,EG11855-MONOMER,ECK3883,yiiF@b3890@ECK3883,EG11855,,
EG10685,b3258,PANF-MONOMER,ECK3245,panF@b3258@ECK3245,EG10685,,
G6818,b1544,G6818-MONOMER,ECK1537,ydfK@b1544@ECK1537,G6818,,
EG20252,b3566,XYLF-MONOMER,ECK3555,xylF@xylT@b3566@ECK3555,EG20252,,
G6882,b1642,G6882-MONOMER,ECK1638,slyA@b1642@ECK1638,G6882,EG50004@EG11738@EG12180@EG10531@EG11359@EG12173@G7711@G7710@G7709@G7708@G7707@G7706@G7705@G7704@G7703@G7702@G6882@EG12576@G7933@G6719@G6718@G6717@G6716@G6715@G6714@G6713@G6712@G6711@G6710@G6709@G6480@G7430@G7429@G7428@G7427@G7426@G7425@EG12845@G6619,EG12557@G0-10241@EG12556@G7915@EG12554@G7914@G7913@EG10292@EG10291
EG10606,b0635,EG10606-MONOMER,ECK0628,mrdA@pbpA@b0635@ECK0628,EG10606,,
EG10327,b2315,FOLC-MONOMER,ECK2309,folC@dedC@b2315@ECK2309,EG10327,,
EG11690,b3663,EG11690-MONOMER,ECK3654,yicN@b3663@ECK3654,EG11690,,
G7313,b2496,G7313-MONOMER,ECK2492,hda@idaB@yfgE@b2496@ECK2492,G7313,,
EG12734,b3091,ALTRODEHYDRAT-MONOMER,ECK3082,uxaA@ygjW@b3091@ECK3082,EG12734,,
G0-10594,b4602,MONOMER0-2822,ECK4411,cydH@ynhF@cydY@b4602@ECK4411,G0-10594,,
G7927,b4330,G7927-MONOMER,ECK4321,yjiH@b4330@ECK4321,G7927,,
G6862,b1606,G6862-MONOMER,ECK1601,folM@ydgB@b1606@ECK1601,G6862,,
G6677,b1346,G6677-MONOMER,ECK1343,xisR@ydaQ@b1346@ECK1343,G6677,,
EG12276,b3568,XYLH-MONOMER,ECK3557,xylH@b3568@ECK3557,EG12276,,
EG11514,b3214,EG11514-MONOMER,ECK3204,gltF@ossB@b3214@ECK3204,EG11514,,
G7642,b3147,G7642-MONOMER,ECK3135,lpoA@yraM@b3147@ECK3135,G7642,,
EG11493,b1096,ADCLY-MONOMER,ECK1082,pabC@b1096@ECK1082,EG11493,,
EG11488,b1639,EG11488-MONOMER,ECK1635,mliC@ydhA@b1639@ECK1635,EG11488,,
EG10245,b0470,MONOMER0-2383 // EG10245-MONOMER,ECK0464,dnaX@dnaZ@b0470@ECK0464,EG10245,,
EG11957,b4085,EG11957-MONOMER,ECK4078,alsE@yjcU@b4085@ECK4078,EG11957,,
EG12800,b3194,YRBE-MONOMER,ECK3183,mlaE@yrbE@b3194@ECK3183,EG12800,,
G7767,b3472,G7767-MONOMER,ECK3456,dcrB@yhhR@b3472@ECK3456,G7767,,
EG11138,b1865,H2NEOPTERINP3PYROPHOSPHOHYDRO-MONOMER,ECK1866,nudB@yebD@ntpA@b1865@ECK1866,EG11138,,
G6583,b1138,G6583-MONOMER,ECK1124,ymfE@b1138@ECK1124,G6583,,
EG11729,b3719,EG11729-MONOMER,ECK3712,yieL@b3719@ECK3712,EG11729,,
EG10672,b3405,PHOSPHO-OMPR-MONOMER // OMPR-MONOMER,ECK3392,ompR@cry@kmt@ompB@b3405@ECK3392,EG10672,EG12933@EG12101@EG12102@EG11262@EG11009@EG12732@EG11366@EG12134@EG11088@EG12117@EG12153@G6106@G6105@EG12116@EG10670@G0-8882@G0-8868@G6877@G6543@G6544@G6545@G6546@EG30063@EG10671,EG10133@EG10131@EG10132@G0-17074@EG10753@EG10964@EG10544@G6528@G6529@G6530@G6531@G0-9562@EG10671@EG11508@EG10319@EG10320@EG10659@EG10125@EG10280
EG12015,b2134,EG12015-MONOMER,ECK2127,pbpG@yohB@b2134@ECK2127,EG12015,,
EG10328,b0529,FOLD-MONOMER,ECK0522,folD@ads@b0529@ECK0522,EG10328,,
EG11261,b0851,EG11261-MONOMER,ECK0842,nfsA@mda18@mdaA@ybjB@b0851@ECK0842,EG11261,,
EG10837,b3778,EG10837-MONOMER,ECK3770,rep@dasC@mbrA@mmrA@b3778@ECK3770,EG10837,,
EG11258,b0904,FOCA-MONOMER,ECK0895,focA@ycaE@b0904@ECK0895,EG11258,,
EG12587,b4356,YJIZ-MONOMER,ECK4346,lgoT@yjiZ@yjjL@b4356@ECK4346,EG12587,,
G7674,b3220,G7674-MONOMER,ECK3209,yhcG@b3220@ECK3209,G7674,,
EG11673,b3058,H2NEOPTERINALDOL-MONOMER,ECK3048,folB@ygiG@b3058@ECK3048,EG11673,,
G6303,b0547,G6303-MONOMER,ECK0538,ybcN@b0547@ECK0538,G6303,,
EG11051,b3669,PHOSPHO-UHPA // UHPA-MONOMER,ECK3660,uhpA@b3669@ECK3660,EG11051,EG11054,
EG10490,b2916,EG10490-MONOMER,ECK2912,argP@iciA@b2916@ECK2912,EG10490,EG10088@EG10207@EG10549@EG10550@EG10372@EG11337@EG10206@EG10828@EG10242@EG10235@EG12360@EG10660@EG10661@EG11159,EG10490
EG10580,b2328,EG10580-MONOMER,ECK2322,mepA@b2328@ECK2322,EG10580,,
EG11374,b0142,H2PTERIDINEPYROPHOSPHOKIN-MONOMER,ECK0141,folK@b0142@ECK0141,EG11374,,
EG11157,b2840,EG11157-MONOMER,ECK2838,ygeA@b2840@ECK2838,EG11157,,
EG10242,b3701,EG10242-MONOMER,ECK3693,dnaN@b3701@ECK3693,EG10242,,
EG10788,b2415,PTSH-PHOSPHORYLATED // PTSH-MONOMER,ECK2410,ptsH@ctr@hpr@b2415@ECK2410,EG10788,,
EG12400,b1663,YDHE-MONOMER,ECK1659,mdtK@norE@norM@ydhE@b1663@ECK1659,EG12400,,
G7551,b2985,G7551-MONOMER,ECK2979,yghS@b2985@ECK2979,G7551,,
EG10682,b3360,PABASYN-COMPII-MONOMER,ECK3348,pabA@b3360@ECK3348,EG10682,,
G6134,b0259,G7769-MONOMER,ECK0261,insH1@trs5@trs5-1@yi52_1@b0259@ECK0261,G6134,,
EG10567,b1817,MANX-MONOMER,ECK1815,manX@gptB@mpt@ptsL@ptsX@b1817@ECK1815,EG10567,,
EG12235,b3501,EG12235-MONOMER,ECK3486,arsR@arsE@b3501@ECK3486,EG12235,,EG12235@EG12236@EG12237
EG10341,b0084,EG10341-MONOMER,ECK0085,ftsI@pbpB@sep@b0084@ECK0085,EG10341,,
EG10326,b0048,DIHYDROFOLATEREDUCT-MONOMER,ECK0049,folA@tmr@tmrA@b0048@ECK0049,EG10326,,
EG10951,b4387,EG10951-MONOMER,ECK4379,ytjB@smp@b4387@ECK4379,EG10951,,
EG11414,b4372,EG11414-MONOMER,ECK4363,holD@b4372@ECK4363,EG11414,,
EG10522,b2587,KGTP-MONOMER,ECK2585,kgtP@witA@b2587@ECK2585,EG10522,,
EG12236,b3502,ARSF-MONOMER,ECK3487,arsB@arsF@b3502@ECK3487,EG12236,,
G7436,b2770,G7436-MONOMER,ECK2765,ygcR@b2770@ECK2765,G7436,,
EG50011,b3177,H2PTEROATESYNTH-MONOMER,ECK3166,folP@dhpS@b3177@ECK3166,EG50011,,
G0-10449,b4528,MONOMER0-2671,ECK1361,rzoR@b4528@ECK1361,G0-10449,,
EG10380,b3428,GLYCOPHOSPHORYL-MONOMER,ECK3414,glgP@glgY@b3428@ECK3414,EG10380,,
EG11434,b1531,PD00365,ECK1524,marA@norB@inaR@cfxB@nfxC@soxQ@b1531@ECK1524,EG11434,G6607@G6606@G6605@G6604@EG11072@EG12801@EG12800@EG12799@G7659@G7658@EG10035@G7654@EG12656@EG10570@EG11411@EG10207@G6396@G6763@EG11325@G6447@EG10852@EG11261@EG12842@EG11426@EG11425@G6247@EG11165@EG11164@EG11009@EG11422@EG50005@EG11221@EG11435@EG11434@EG11599@EG10358@EG10953@EG30063@EG10651@EG10628@G6492@G6491@G6490@EG10801@EG10754@EG11703@EG11704,EG10524@EG10526@EG10527@EG10790@EG11366@EG11889@EG11890@EG11400@EG11399@EG11398
G7147,b2175,G7147-MONOMER,ECK2169,mepS@yeiV@spr@b2175@ECK2169,G7147,,
EG11375,b2153,GTP-CYCLOHYDRO-I-MONOMER,ECK2146,folE@b2153@ECK2146,EG11375,,
G7296,b2473,G7296-MONOMER,ECK2469,ypfH@b2473@ECK2469,G7296,,
EG10765,b0467,EG10765-MONOMER,ECK0461,priC@b0467@ECK0461,EG10765,,
EG10256,b1850,KDPGALDOL-4OH2OXOGLUTARALDOL-MONOMER,ECK1851,eda@hga@kdgA@kga@b1850@ECK1851,EG10256,,
EG12141,b1660,YDHC-MONOMER,ECK1656,punC@ydhC@b1660@ECK1656,EG12141,,
G7148,b2176,G7148-MONOMER,ECK2170,pdeN@rtn@b2176@ECK2170,G7148,,
EG10683,b1812,PABASYN-COMPI-MONOMER,ECK1810,pabB@b1812@ECK1810,EG10683,,
G7370,b2635,G7370-MONOMER,ECK2631,ypjK@b2635@ECK2631,G7370,,
EG10085,b2716,EG10085-MONOMER,ECK2711,ascB@sac@b2716@ECK2711,EG10085,,
EG10957,b4063,PD04132,ECK4055,soxR@marC@b4063@ECK4055,EG10957,EG11937@EG10953@G7667@EG11039@EG10078@EG10958@EG10358,EG10957
EG10203,b0839,EG10203-MONOMER,ECK0829,dacC@b0839@ECK0829,EG10203,,
EG10429,b3805,OHMETHYLBILANESYN-MONOMER,ECK3799,hemC@popE@b3805@ECK3799,EG10429,,
G6989,b1803,G6989-MONOMER,ECK1801,yeaX@b1803@ECK1801,G6989,,
G6407,b0790,G6407-MONOMER,ECK0779,ybhP@b0790@ECK0779,G6407,,
G7920,b4310,G7920-MONOMER,ECK4301,nanM@yjhT@b4310@ECK4301,G7920,,
EG12077,b3478,NIKC-MONOMER,ECK3462,nikC@hydD@hydC@b3478@ECK3462,EG12077,,
G6888,b1648,G6888-MONOMER,ECK1644,ydhL@b1648@ECK1644,G6888,,
EG10407,b2400,GLURS-MONOMER,ECK2394,gltX@gltM@gluRS@b2400@ECK2394,EG10407,,
G7276,b2446,G7276-MONOMER,ECK2441,yffO@b2446@ECK2441,G7276,,
G7542,b2975,B2975-MONOMER,ECK2969,glcA@yghK@b2975@ECK2969,G7542,,
G6276,b0506,G6276-MONOMER,ECK0499,allR@glxA3@ybbU@b0506@ECK0499,G6276,,G6274@G6275@G6283@G6282@G6281@G6280@G6278@G6277@EG11583
G6904,b1678,G6904-MONOMER,ECK1674,ldtE@ynhG@b1678@ECK1674,G6904,,
EG11836,b3867,HEMN-MONOMER,ECK3860,hemN@yihJ@b3867@ECK3860,EG11836,,
G6742,b1431,G6742-MONOMER,ECK1424,ydcL@b1431@ECK1424,G6742,,
EG10612,b4351,EG10612-MONOMER,ECK4341,mrr@b4351@ECK4341,EG10612,,
G6811,b1525,G6811-MONOMER,ECK1518,sad@yneI@b1525@ECK1518,G6811,,
EG12058,b2200,CCMB-MONOMER,ECK2192,ccmB@yejV@b2200@ECK2192,EG12058,,
G6560,b1068,G6560-MONOMER,ECK1053,yceM@mviM@b1068@ECK1053,G6560,,
EG11485,b3850,PROTOPORGENOXI-MONOMER,ECK3842,hemG@yihB@b3850@ECK3842,EG11485,,
G7219,b2350,G7219-MONOMER,ECK2344,yfdG@gtrA@b2350@ECK2344,G7219,,
G6347,b0621,DCUC-MONOMER,ECK0614,dcuC@b0621@ECK0614,G6347,,
EG11969,b3292,EG11969-MONOMER,ECK3279,zntR@yhdM@b3292@ECK3279,EG11969,EG12215,
EG11358,b3189,UDPNACETYLGLUCOSAMENOLPYRTRANS-MONOMER,ECK3178,murA@mrbA@murZ@b3189@ECK3178,EG11358,,
EG10430,b3804,UROGENIIISYN-MONOMER,ECK3798,hemD@b3804@ECK3798,EG10430,,
G6434,b0834,G6434-MONOMER,ECK0824,dgcI@yliF@b0834@ECK0824,G6434,,
EG10460,b4348,EG10460-MONOMER,ECK4338,hsdS@hsp@hss@rm@b4348@ECK4338,EG10460,,
EG20173,b2297,PHOSACETYLTRANS-MONOMER,ECK2291,pta@b2297@ECK2291,EG20173,,
EG11742,b1496,YDDA-MONOMER,ECK1490,yddA@b1496@ECK1490,EG11742,,
G6324,b0579,G6324-MONOMER,ECK0571,ybdF@b0579@ECK0571,G6324,,
EG10427,b1210,GLUTRNAREDUCT-MONOMER,ECK1198,hemA@gtrA@b1210@ECK1198,EG10427,,
G6831,b1560,G6831-MONOMER,ECK1554,ydfU@b1560@ECK1554,G6831,,
EG12419,b2096,TAGAALDOL2-MONOMER,ECK2089,gatY@yegF@b2096@ECK2089,EG12419,,
EG10111,b0313,PD00251,ECK0311,betI@b0313@ECK0311,EG10111,,EG10112@EG10109@EG10110@EG10111
EG10748,b3396,EG10748-MONOMER,ECK3383,mrcA@ponA@b3396@ECK3383,EG10748,,
EG12189,b2436,COPROGENOXI-MONOMER,ECK2431,hemF@popB@sec@b2436@ECK2431,EG12189,,
G6162,b0291,G6162-MONOMER,ECK0290,ecpC@yagX@matD@b0291@ECK0290,G6162,,
EG10211,b1961,EG10211-MONOMER,ECK1959,dcm@mec@b1961@ECK1959,EG10211,,
EG12253,b3526,DEOXYGLUCONOKIN-MONOMER,ECK3511,kdgK@yhjI@b3526@ECK3511,EG12253,,
EG11612,b4111,PROP-MONOMER,ECK4104,proP@b4111@ECK4104,EG11612,,
G0-17105,b4830,RNA0-423,ECK4687,aceK-int@b4830@ECK4687,G0-17105,,
EG11543,b3997,UROGENDECARBOX-MONOMER,ECK3989,hemE@b3997@ECK3989,EG11543,,
G6696,b1373,G6696-MONOMER,ECK1368,tfaR@ynaC@b1373@ECK1368,G6696,,
EG11909,b3950,FRWB-MONOMER,ECK3941,frwB@yijK@b3950@ECK3941,EG11909,,
G7678,b3226,G7678-MONOMER,ECK3215,nanR@yhcK@b3226@ECK3215,G7678,EG10309,G7901@EG12544@G7675@G7676@G7677@G436@EG10637@G7919@G7920@G7921
EG10040,b4150,EG10040-MONOMER,ECK4146,ampC@ampA@b4150@ECK4146,EG10040,,
EG10431,b0475,PROTOHEME-FERROCHELAT-MONOMER,ECK0469,hemH@popA@visA@b0475@ECK0469,EG10431,,
G0-17091,b4816,MONOMER0-4544,ECK4673,ymgN@b4816@ECK4673,G0-17091,,
EG10668,b1335,EG10668-MONOMER,ECK1331,ogt@b1335@ECK1331,EG10668,,
EG11648,b0207,MONOMER0-149,ECK0207,dkgB@yafB@b0207@ECK0207,EG11648,,
EG11469,b3824,RHTB-MONOMER,ECK3818,rhtB@yigK@b3824@ECK3818,EG11469,,
G0-16690,b4725,MONOMER0-4396,ECK4582,rseD@b4725@ECK4582,G0-16690,,
EG10428,b0369,PORPHOBILSYNTH-MONOMER,ECK0366,hemB@ncf@b0369@ECK0366,EG10428,,
G6598,b1155,G6598-MONOMER,ECK1141,tfaP@ymfS@b1155@ECK1141,G6598,,
EG11221,b1852,GLU6PDEHYDROG-MONOMER,ECK1853,zwf@b1852@ECK1853,EG11221,,
EG11146,b2405,EG11146-MONOMER,ECK2399,xapR@pRndR@pndR@yfeB@b2405@ECK2399,EG11146,EG13159@G85,
G6571,b1113,G6571-MONOMER,ECK1099,ldtC@ycfS@b1113@ECK1099,G6571,,
EG10188,b3368,SIROHEMESYN-MONOMER,ECK3356,cysG@b3368@ECK3356,EG10188,,
G0-10694,b4704,RNA0-351,ECK4516,arrS@b4704@ECK4516,G0-10694,,
EG10458,b4349,EG10458-MONOMER,ECK4339,hsdM@hsm@hsp@b4349@ECK4339,EG10458,,
EG10971,b2705,SORB6PDEHYDROG-MONOMER,ECK2700,srlD@gutD@b2705@ECK2700,EG10971,,
G7832,b4140,G7832-MONOMER,ECK4134,fxsA@yjeG@b4140@ECK4134,G7832,,
G0-10440,b4514,MONOMER0-2662,ECK0693,ybfQ@b4514@ECK0693,G0-10440,,
G7018,b1858,ZNUC-MONOMER,ECK1859,znuC@yebM@b1858@ECK1859,G7018,,
G6317,b0563,G6317-MONOMER,ECK0555,tfaX@ylcE@b0563@ECK0555,G6317,,
EG10700,b1723,6PFK-2-MONOMER,ECK1721,pfkB@b1723@ECK1721,EG10700,,
G7326,b2531,G7326-MONOMER,ECK2528,iscR@yfhP@b2531@ECK2528,G7326,G7401@G7402@EG12381@EG20257@G6924@G6905@G6906@G6907@G6908@G6909@EG11378,G7366@G7365@G7748@EG12332@EG12060@EG12061@EG12062@EG12064@EG12067@EG12143@EG12068@EG10468@EG10469@EG10470@EG10471@EG10472@EG10473@G6515@EG12132@G7324@G7325@G7326
EG11204,b3967,GLUTRACE-MONOMER,ECK3959,murI@yijA@dga@glr@b3967@ECK3959,EG11204,,
EG11688,b3660,EG11688-MONOMER,ECK3650,yicL@b3660@ECK3650,EG11688,,
EG12379,b1868,EG12379-MONOMER,ECK1869,yecE@b1868@ECK1869,EG12379,,
EG11296,b4389,EG11296-MONOMER,ECK4381,radA@sms@b4389@ECK4381,EG11296,,
EG10564,b1622,EG10564-MONOMER,ECK1617,malY@b1622@ECK1617,EG10564,,
EG11257,b0385,EG11257-MONOMER,ECK0380,dgcC@yaiC@adrA@b0385@ECK0380,EG11257,,
EG12224,b3487,EG12224-MONOMER,ECK3472,yhiI@b3487@ECK3472,EG12224,,
EG10432,b0154,GSAAMINOTRANS-MONOMER,ECK0153,hemL@gsa@popC@b0154@ECK0153,EG10432,,
G6300,b0544,G6300-MONOMER,ECK0535,ybcK@b0544@ECK0535,G6300,,
EG10365,b2151,PD00261,ECK2144,galS@mglD@b2151@ECK2144,EG10365,EG11698@EG10363@EG10366@EG10362,EG10594@EG10592@EG10593@EG11698@EG10363@EG10366@EG10362@EG10365@EG12148@EG10364
EG11078,b0020,PD00474,ECK0021,nhaR@antO@yaaB@b0020@ECK0021,EG11078,G6528@G6529@G6530@G6531@EG11078@EG10652@EG10680,
EG11458,b3794,UDPMANACATRANS-MONOMER,ECK3787,rffM@rff@wecG@b3794@ECK3787,EG11458,,
EG10123,b3973,BIOTINLIG-MONOMER,ECK3965,birA@bioR@dhbB@b3973@ECK3965,EG10123,,EG10117@EG10118@EG10121@EG10119@EG10120
EG11951,b4078,EG11951-MONOMER,ECK4071,yjcO@b4078@ECK4071,EG11951,,
EG10833,b3822,EG10833-MONOMER,ECK3816,recQ@b3822@ECK3816,EG10833,,
EG10252,b3076,EG10252-MONOMER,ECK3066,ebgA@b3076@ECK3066,EG10252,,
G7589,b3051,G7589-MONOMER,ECK3040,yqiK@b3051@ECK3040,G7589,,
EG11832,b3861,EG11832-MONOMER,ECK3853,yihF@b3861@ECK3853,EG11832,,
EG10120,b0778,DETHIOBIOTIN-SYN-MONOMER,ECK0767,bioD@b0778@ECK0767,EG10120,,
EG11783,b2622,EG11783-MONOMER,ECK2618,intA@intX@slpA@b2622@ECK2618,EG11783,,
EG10058,b1900,ARAG-MONOMER,ECK1898,araG@b1900@ECK1898,EG10058,,
EG10291,b4293,PD00440,ECK4283,fecI@b4293@ECK4283,EG10291,EG10290@EG10289@EG10288@EG10287@EG10286,
EG11454,b3789,DTDPGLUCOSEPP2-MONOMER,ECK3781,rffH@yifG@b3789@ECK3781,EG11454,,
EG10117,b0774,DAPASYN-MONOMER,ECK0763,bioA@b0774@ECK0763,EG10117,,
EG11645,b1537,EG11645-MONOMER,ECK1530,ydeJ@b1537@ECK1530,EG11645,,
EG10828,b3700,EG10828-MONOMER,ECK3692,recF@uvrF@b3700@ECK3692,EG10828,,
M015,b2539,HCAA2-MONOMER,ECK2536,hcaF@yfhV@hcaA@phdC2@digB@hcaB@hcaA2@b2539@ECK2536,M015,,
EG11104,b0591,YBDA-MONOMER,ECK0584,entS@ybdA@b0591@ECK0584,EG11104,,
G7876,b4222,G7876-MONOMER,ECK4218,ytfP@b4222@ECK4218,G7876,,
EG10121,b0776,7KAPSYN-MONOMER,ECK0765,bioF@b0776@ECK0765,EG10121,,
EG11008,b0740,EG11008-MONOMER,ECK0729,tolB@lky@lkyA@tol-3@b0740@ECK0729,EG11008,,
G7893,b4267,IDONDEHYD-MONOMER,ECK4260,idnD@yjgV@b4267@ECK4260,G7893,,
G7003,b1827,G7003-MONOMER,ECK1826,kdgR@yebP@b1827@ECK1826,G7003,,EG10257@EG10256
EG11451,b3786,UDPGLCNACEPIM-MONOMER,ECK3778,wecB@yifF@nfrC@rffE@mnaA@b3786@ECK3778,EG11451,,
EG10118,b0775,BIOTIN-SYN-MONOMER,ECK0764,bioB@b0775@ECK0764,EG10118,,
EG11465,b3818,EG11465-MONOMER,ECK3812,yigG@b3818@ECK3812,EG11465,,
EG10834,b0472,EG10834-MONOMER,ECK0466,recR@b0472@ECK0466,EG10834,,
G7446,b2788,G7446-MONOMER,ECK2782,gudX@ygcY@b2788@ECK2782,G7446,,
G7330,b2536,HCAT-MONOMER,ECK2533,hcaT@yfhS@b2536@ECK2533,G7330,,
G7742,b3399,G7742-MONOMER,ECK3386,yrfG@b3399@ECK3386,G7742,,
EG11199,b3742,EG11199-MONOMER,ECK3736,mioC@yieB@b3742@ECK3736,EG11199,,
EG10507,b0537,EG10507-MONOMER,ECK0530,intD@int@b0537@ECK0530,EG10507,,
G6719,b1398,G6719-MONOMER,ECK1395,paaK@b1398@ECK1395,G6719,,
EG11519,b3481,EG11519-MONOMER,ECK3465,nikR@yhhG@b3481@ECK3465,EG11519,,EG11519@EG12075@EG12076@EG12077@EG12078@EG12079
EG10840,b3784,GLCNACPTRANS-MONOMER,ECK3776,rfe@wecA@b3784@ECK3776,EG10840,,
EG10122,b3412,EG10122-MONOMER,ECK3399,bioH@bioB@b3412@ECK3399,EG10122,,
EG11214,b4360,EG11214-MONOMER,ECK4350,yjjA@b4360@ECK4350,EG11214,,
EG12690,b0892,EG12690-MONOMER,ECK0883,rarA@ycaJ@mgsA@b0892@ECK0883,EG12690,,
G6278,b0509,G6278-MONOMER,ECK0502,glxR@glxB1@ybbQ@b0509@ECK0502,G6278,,
EG11007,b0739,EG11007-MONOMER,ECK0728,tolA@cim@excC@lky@tol-2@b0739@ECK0728,EG11007,,
G7648,b3154,G7648-MONOMER,ECK3142,yhbP@b3154@ECK3142,G7648,,
EG10119,b0777,EG10119-MONOMER,ECK0766,bioC@b0777@ECK0766,EG10119,,
G7917,b4307,G7917-MONOMER,ECK4297,yjhQ@b4307@ECK4297,G7917,,
EG20049,b4477,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,ECK3685,dgoA@b3692@yidU@b4477@ECK3685,EG20049,,
EG10731,b1130,PHOSPHO-PHOP // PHOP-MONOMER,ECK1116,phoP@b1130@ECK1116,EG10731,G0-10609@G7443@EG10184@EG10380@EG10377@EG10379@EG10381@EG10378@G0-8892@G6600@G0-16680@EG11544@EG11495@EG12242@EG11400@EG11399@EG11398@EG10673@G0-10671@EG11165@EG11164@EG11009@G7002@G0-10689@EG12525@EG10590@EG10582@G6523@G6522@G6521@G6520@G6519@G6518@G6517@G6881@EG11233@G6864@G6312@G7667@G6439@EG12180@EG10432@EG10632@EG11316@EG10732@EG10731@EG10792@EG10795@EG10280,G6463@G6791@G6789@G6790@G7679@EG12202@G6881@EG10066@EG10732@EG10731@EG11703@EG11704
